0	0
0.01	-0.000144541
0.02	-0.000192665
0.03	-0.000221363
0.04	-0.00024172
0.05	-0.000257363
0.06	-0.000269983
0.07	-0.000280449
0.08	-0.000289276
0.09	-0.000296852
0.1	-0.00030346
0.11	-0.000309201
0.12	-0.000314193
0.13	-0.000318527
0.14	-0.000322334
0.15	-0.000325613
0.16	-0.000328471
0.17	-0.000330884
0.18	-0.000332885
0.19	-0.000334613
0.2	-0.000335905
0.21	-0.000336946
0.22	-0.000337676
0.23	-0.000338145
0.24	-0.000338331
0.25	-0.000338265
0.26	-0.000337901
0.27	-0.000337364
0.28	-0.000336582
0.29	-0.000335589
0.3	-0.000334338
0.31	-0.000332888
0.32	-0.000331272
0.33	-0.000329446
0.34	-0.000327458
0.35	-0.000325272
0.36	-0.000322885
0.37	-0.000320384
0.38	-0.000317645
0.39	-0.000314809
0.4	-0.000311746
0.41	-0.000308585
0.42	-0.000305236
0.43	-0.000301808
0.44	-0.000298189
0.45	-0.000294397
0.46	-0.000290524
0.47	-0.000286551
0.48	-0.000282349
0.49	-0.000278089
0.5	-0.00027371
0.51	-0.000269267
0.52	-0.000264636
0.53	-0.000259926
0.54	-0.000255061
0.55	-0.000250133
0.56	-0.000245224
0.57	-0.000240101
0.58	-0.000234874
0.59	-0.000229631
0.6	-0.00022432
0.61	-0.000218863
0.62	-0.000213395
0.63	-0.00020778
0.64	-0.000202209
0.65	-0.000196509
0.66	-0.000190736
0.67	-0.000184906
0.68	-0.000179112
0.69	-0.000173192
0.7	-0.000167261
0.71	-0.000161265
0.72	-0.000155275
0.73	-0.000149215
0.74	-0.000143127
0.75	-0.000137024
0.76	-0.000130941
0.77	-0.000124785
0.78	-0.000118603
0.79	-0.000112429
0.8	-0.000106309
0.81	-0.000100123
0.82	-9.39383e-005
0.83	-8.7752e-005
0.84	-8.15808e-005
0.85	-7.54715e-005
0.86	-6.93947e-005
0.87	-6.31823e-005
0.88	-5.71361e-005
0.89	-5.09822e-005
0.9	-4.49862e-005
0.91	-3.90191e-005
0.92	-3.29501e-005
0.93	-2.70611e-005
0.94	-2.12026e-005
0.95	-1.52606e-005
0.96	-9.4933e-006
0.97	-3.64979e-006
0.98	2.01551e-006
0.99	7.62594e-006
1	1.33018e-005
